resistive Lecture = 612	percent = 52	reference Lecture = 321	percent = 88
resistive Lecture = 593	percent = 55	reference Lecture = 302	percent = 95
resistive Lecture = 595	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 593	percent = 55	reference Lecture = 303	percent = 94
resistive Lecture = 597	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 597	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 597	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 598	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 594	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 595	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 594	percent = 54	reference Lecture = 301	percent = 95
resistive Lecture = 599	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 594	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 598	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 597	percent = 54	reference Lecture = 301	percent = 95
resistive Lecture = 598	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 599	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 595	percent = 54	reference Lecture = 301	percent = 95
resistive Lecture = 595	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 595	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 599	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 595	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 598	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 599	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 599	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 595	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 599	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 599	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 597	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 601	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 600	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 596	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 596	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 596	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 596	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 601	percent = 53	reference Lecture = 302	percent = 95
resistive Lecture = 601	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 598	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 600	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 597	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 599	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 601	percent = 53	reference Lecture = 302	percent = 95
resistive Lecture = 598	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 597	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 599	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 602	percent = 53	reference Lecture = 302	percent = 95
resistive Lecture = 599	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 601	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 602	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 601	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 600	percent = 54	reference Lecture = 304	percent = 94
resistive Lecture = 599	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 602	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 599	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 598	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 602	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 599	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 600	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 603	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 602	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 600	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 600	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 600	percent = 54	reference Lecture = 302	percent = 95
resistive Lecture = 599	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 603	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 603	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 603	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 603	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 604	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 600	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 603	percent = 53	reference Lecture = 305	percent = 94
resistive Lecture = 599	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 604	percent = 53	reference Lecture = 302	percent = 95
resistive Lecture = 604	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 600	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 604	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 604	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 604	percent = 53	reference Lecture = 302	percent = 95
resistive Lecture = 601	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 601	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 604	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 600	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 600	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 604	percent = 53	reference Lecture = 305	percent = 94
resistive Lecture = 604	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 605	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 600	percent = 54	reference Lecture = 303	percent = 94
resistive Lecture = 607	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 601	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 603	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 605	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 601	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 602	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 601	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 604	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 602	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 605	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 602	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 606	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 603	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 606	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 602	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 606	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 602	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 607	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 606	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 602	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 602	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 602	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 603	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 604	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 607	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 607	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 603	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 605	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 603	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 608	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 608	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 608	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 605	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 605	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 604	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 604	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 605	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 605	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 605	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 606	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 607	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 608	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 606	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 303	percent = 94
resistive Lecture = 610	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 607	percent = 53	reference Lecture = 303	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 606	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 610	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 606	percent = 53	reference Lecture = 305	percent = 94
resistive Lecture = 607	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 606	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 610	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 611	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 612	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 610	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 610	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 607	percent = 53	reference Lecture = 305	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 606	percent = 53	reference Lecture = 304	percent = 94
resistive Lecture = 611	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 611	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 611	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 607	percent = 53	reference Lecture = 305	percent = 94
resistive Lecture = 611	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 611	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 611	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 612	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 610	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 612	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 607	percent = 53	reference Lecture = 305	percent = 94
resistive Lecture = 612	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 612	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 612	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 608	percent = 53	reference Lecture = 305	percent = 94
resistive Lecture = 608	percent = 53	reference Lecture = 305	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 612	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 613	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 613	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 608	percent = 53	reference Lecture = 306	percent = 93
resistive Lecture = 610	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 613	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 609	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 612	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 613	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 612	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 610	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 304	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 609	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 613	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 614	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 614	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 611	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 610	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 610	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 613	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 612	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 610	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 611	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 611	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 610	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 610	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 610	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 610	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 615	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 610	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 610	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 615	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 613	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 610	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 612	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 614	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 611	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 612	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 305	percent = 94
resistive Lecture = 612	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 612	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 306	percent = 93
resistive Lecture = 612	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 612	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 612	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 612	percent = 52	reference Lecture = 306	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 309	percent = 92
resistive Lecture = 617	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 613	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 618	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 614	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 619	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 620	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 307	percent = 93
resistive Lecture = 620	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 309	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 620	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 615	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 620	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 309	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 307	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 310	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 616	percent = 52	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 620	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 622	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 622	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 620	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 617	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 623	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 622	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 618	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 618	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 617	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 621	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 619	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 619	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 623	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 618	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 619	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 618	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 618	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 622	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 619	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 624	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 619	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 622	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 624	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 623	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 619	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 618	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 619	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 619	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 619	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 623	percent = 51	reference Lecture = 309	percent = 92
